1571069716.54,136,7156.76872504,6450.18311238,0.0,154.509778908,2.02713259173,2.02713259173
1571069716.54,152,7153.25592432,8488.86727411,0.0,535.774981297,-2.75721166259,-2.75721166259
1571069716.54,153,5816.35941471,6854.76860934,0.0,198.729724378,0.896884926708,0.896884926708
1571069716.54,155,6758.81010724,7425.69334749,0.0,16.100877164,-0.843223145703,2.97628805312
1571069716.54,157,10324.775673,6270.06752603,0.0,1063.06711902,-0.0952071786901,-0.0952071786901
1571069716.54,160,8022.5497886,10114.9558907,0.0,215.808444686,-2.21047956679,-2.21047956679
1571069716.54,163,6130.03237009,5942.4004512,0.0,46.9503840704,-2.71168687851,1.64126357672
1571069716.54,165,8474.43991028,8953.48930509,0.0,71.9940549261,-1.08547548601,0.403365441751
1571069716.54,166,7994.04217568,5765.70527467,0.0,245.981411837,-0.36188665145,-0.36188665145
1571069716.64,136,7158.84783064,6440.66004416,0.0,109.846684071,2.06521486705,2.02713259173
1571069716.64,152,7103.54772248,8468.76022936,0.0,535.774981297,-2.75721166259,-2.75721166259
1571069716.64,153,5832.97887816,6898.85551068,0.0,251.922981559,1.01605938757,1.01605938757
1571069716.64,155,6770.72854259,7411.03354718,0.0,51.7255144615,-0.877075808269,2.97628805312
1571069716.64,157,10430.6866286,6259.95346496,0.0,1063.06711902,-0.0952071786901,-0.0952071786901
1571069716.64,160,8015.34495335,10065.0303264,0.0,258.273345487,-2.04982315925,-2.04982315925
1571069716.64,163,6116.76458023,5946.43062726,0.0,61.6525851782,-3.02421263463,1.64126357672
1571069716.64,165,8492.7875672,8938.23141169,0.0,98.7775014064,-0.926201907406,0.403365441751
1571069716.64,166,8006.05016925,5754.95746596,0.0,226.144848763,-0.415889805908,-0.415889805908
1571069716.74,136,7158.54768096,6440.48866022,0.0,89.805444981,2.07222406405,2.02713259173
1571069716.74,152,7053.83727071,8448.6522745,0.0,535.774981297,-2.75721166259,-2.75721166259
1571069716.74,153,5842.2599267,6935.2462419,0.0,275.196699003,1.10214333938,1.10214333938
1571069716.74,155,6781.06931018,7392.84902846,0.0,84.4205216114,-0.968565335516,2.97628805312
1571069716.74,157,10536.602378,6249.83894609,0.0,1063.06711902,-0.0952071786901,-0.0952071786901
